Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
12/21/2016,M (Jun 17),18.75,18.81,18.57,18.75,18.7250,-0.02,4042,0,12835
12/22/2016,M (Jun 17),18.80,18.95,18.68,18.91,18.9250,0.20,2970,0,12796
12/23/2016,M (Jun 17),18.95,19.05,18.86,18.92,18.9250,0.00,1312,0,12777
12/27/2016,M (Jun 17),18.85,18.90,18.70,18.75,18.7750,-0.15,1534,0,13134
12/28/2016,M (Jun 17),18.82,19.00,18.72,18.95,18.9250,0.15,3102,0,13279
12/29/2016,M (Jun 17),18.94,19.17,18.89,19.00,19.0250,0.10,2563,0,13601
12/30/2016,M (Jun 17),19.00,19.32,18.85,19.09,19.0750,0.05,2743,0,14167
01/03/2017,M (Jun 17),19.08,19.10,18.60,18.65,18.6250,-0.45,3400,0,14157
01/04/2017,M (Jun 17),18.63,18.66,18.11,18.25,18.2250,-0.40,3727,0,14692
01/05/2017,M (Jun 17),18.20,18.42,18.15,18.15,18.1750,-0.05,1909,0,14245
01/06/2017,M (Jun 17),18.20,18.20,17.85,18.00,18.0250,-0.15,2180,0,14167
01/09/2017,M (Jun 17),18.02,18.09,17.78,17.90,17.9250,-0.10,2883,0,13804
01/10/2017,M (Jun 17),18.00,18.12,17.80,17.93,17.9250,0.00,2395,0,13973
01/11/2017,M (Jun 17),17.86,18.18,17.75,17.82,17.8250,-0.10,3096,0,14514
01/12/2017,M (Jun 17),17.78,18.22,17.78,17.95,17.9750,0.15,2058,0,14578
01/13/2017,M (Jun 17),17.97,18.17,17.88,18.13,18.1250,0.15,5007,0,15948
01/17/2017,M (Jun 17),18.15,18.40,18.06,18.25,18.2250,0.10,5124,0,16844
01/18/2017,M (Jun 17),18.25,18.30,17.95,18.10,18.1250,-0.10,9986,0,18298
01/19/2017,M (Jun 17),18.10,18.23,17.93,17.93,17.9250,-0.20,4929,0,18036
01/20/2017,M (Jun 17),17.95,18.00,17.58,17.75,17.7250,-0.20,6072,0,18291
01/23/2017,M (Jun 17),17.75,17.90,17.53,17.53,17.5250,-0.20,4240,0,18827
01/24/2017,M (Jun 17),17.53,17.60,16.95,17.05,17.0250,-0.50,6606,0,19552
01/25/2017,M (Jun 17),16.96,17.01,16.75,16.75,16.7750,-0.25,5070,0,19767
01/26/2017,M (Jun 17),16.80,16.92,16.70,16.83,16.8250,0.05,3965,0,20258
01/27/2017,M (Jun 17),16.85,17.00,16.80,16.90,16.9250,0.10,4486,0,21081
01/30/2017,M (Jun 17),16.95,17.41,16.95,16.97,16.9750,0.05,6417,0,21158
01/31/2017,M (Jun 17),16.95,17.18,16.85,16.85,16.8750,-0.10,3844,0,21717
02/01/2017,M (Jun 17),16.85,16.90,16.60,16.68,16.6750,-0.20,5665,0,22351
02/02/2017,M (Jun 17),16.70,16.90,16.63,16.83,16.8250,0.15,4251,0,22677
02/03/2017,M (Jun 17),16.83,16.90,16.55,16.67,16.6750,-0.15,3706,0,22977
02/06/2017,M (Jun 17),16.62,16.75,16.52,16.72,16.7250,0.05,3356,0,23221
02/07/2017,M (Jun 17),16.72,16.83,16.60,16.76,16.7750,0.05,5686,0,24187
02/08/2017,M (Jun 17),16.79,16.99,16.70,16.90,16.8750,0.10,10578,0,26643
02/09/2017,M (Jun 17),16.90,16.92,16.65,16.74,16.7250,-0.15,5734,0,27150
02/10/2017,M (Jun 17),16.75,16.75,16.60,16.72,16.7250,0.00,9046,0,30099
02/13/2017,M (Jun 17),16.70,16.72,16.40,16.45,16.4250,-0.30,6744,0,31710
02/14/2017,M (Jun 17),16.40,16.45,15.75,15.75,15.7750,-0.65,12836,0,32269
02/15/2017,M (Jun 17),15.80,15.90,15.45,15.50,15.4750,-0.30,18769,0,31054
02/16/2017,M (Jun 17),15.48,16.13,15.45,15.69,15.6750,0.20,11034,0,30588
02/17/2017,M (Jun 17),15.65,15.96,15.63,15.80,15.7750,0.10,7896,0,30821
02/21/2017,M (Jun 17),15.80,15.97,15.60,15.96,15.9750,0.20,6631,0,30716
02/22/2017,M (Jun 17),15.93,16.25,15.88,16.06,16.0750,0.10,7416,0,30956
02/23/2017,M (Jun 17),16.05,16.60,16.05,16.55,16.5250,0.45,11076,0,32316
02/24/2017,M (Jun 17),16.55,17.00,16.54,16.68,16.6750,0.15,11801,0,33231
02/27/2017,M (Jun 17),16.60,16.65,16.25,16.30,16.3250,-0.35,7415,0,33861
02/28/2017,M (Jun 17),16.30,16.65,16.29,16.44,16.4250,0.10,8230,0,33483
03/01/2017,M (Jun 17),16.50,16.50,16.00,16.32,16.3250,-0.10,8595,0,33434
03/02/2017,M (Jun 17),16.35,16.55,16.27,16.41,16.4250,0.10,6745,0,33592
03/03/2017,M (Jun 17),16.41,16.50,16.03,16.07,16.0750,-0.35,6343,0,34016
03/06/2017,M (Jun 17),16.05,16.22,15.95,15.99,15.9750,-0.10,5902,0,33712
03/07/2017,M (Jun 17),16.00,16.08,15.80,16.05,16.0250,0.05,5600,0,33130
03/08/2017,M (Jun 17),16.00,16.18,15.74,15.98,15.9750,-0.05,6432,0,32868
03/09/2017,M (Jun 17),16.00,16.15,15.77,15.95,15.9250,-0.05,10965,0,32956
03/10/2017,M (Jun 17),15.90,16.00,15.75,15.79,15.7750,-0.15,5412,0,32749
03/13/2017,M (Jun 17),15.80,15.90,15.63,15.65,15.6500,-0.12,8652,0,31936
03/14/2017,M (Jun 17),15.65,15.93,15.55,15.75,15.7750,0.12,13906,0,32649
03/15/2017,M (Jun 17),15.80,15.80,15.50,15.54,15.5250,-0.25,11651,0,31794
03/16/2017,M (Jun 17),15.52,15.55,15.15,15.24,15.2250,-0.30,10188,0,33296
